segment_id,road_name,time_of_day,day_of_week,weather,vehicle_density,congestion_score
8,Satara Road,16,1,clear,10,0.1251
8,Satara Road,15,4,clear,18,0.1602
15,NIBM Road,2,5,rain,12,0.1437
13,Old Mumbai Highway,13,3,rain,45,0.5154
4,Paud Road,2,0,rain,6,0.1051
11,Hinjewadi Road,7,5,clear,22,0.2282
9,Airport Road,14,3,clear,49,0.4406
14,Sinhagad Road,2,0,clear,6,0.0791
4,Paud Road,12,1,clear,46,0.4288
4,Paud Road,9,1,clear,81,0.7364
10,University Road,15,0,clear,7,0.1114
5,Mumbai-Bangalore Highway,8,0,rain,98,1.0
5,Mumbai-Bangalore Highway,9,1,fog,79,0.7769
12,Aundh-Ravet Road,17,1,clear,65,0.6256
6,Nagar Road,6,0,clear,36,0.3392
4,Paud Road,17,6,rain,56,0.6424
14,Sinhagad Road,7,4,fog,30,0.3372
10,University Road,13,4,fog,47,0.5237
10,University Road,18,3,rain,85,0.9466
15,NIBM Road,12,3,rain,48,0.5463
15,NIBM Road,5,2,clear,12,0.1428
9,Airport Road,16,1,clear,8,0.1395
2,Tilak Road,9,2,rain,66,0.776
12,Aundh-Ravet Road,14,5,clear,42,0.2992
12,Aundh-Ravet Road,21,5,clear,18,0.149
12,Aundh-Ravet Road,2,4,clear,6,0.0805
8,Satara Road,2,4,clear,6,0.1392
1,FC Road,9,0,clear,94,0.7815
1,FC Road,0,5,clear,4,0.0748
10,University Road,12,3,clear,43,0.4121
7,Solapur Road,6,1,rain,44,0.4634
7,Solapur Road,19,1,fog,88,0.8694
14,Sinhagad Road,7,5,clear,22,0.2423
6,Nagar Road,22,4,rain,25,0.3072
1,FC Road,5,6,fog,12,0.1391
10,University Road,22,0,fog,17,0.1878
15,NIBM Road,5,1,clear,14,0.1398
15,NIBM Road,3,0,clear,12,0.123
5,Mumbai-Bangalore Highway,12,6,clear,26,0.2633
14,Sinhagad Road,22,2,rain,38,0.3871
6,Nagar Road,4,2,clear,17,0.1645
14,Sinhagad Road,21,0,clear,27,0.2616
6,Nagar Road,16,2,clear,18,0.2014
9,Airport Road,5,6,clear,6,0.0755
15,NIBM Road,1,0,clear,9,0.1271
4,Paud Road,5,6,rain,12,0.1686
14,Sinhagad Road,10,6,fog,51,0.5043
9,Airport Road,15,3,clear,22,0.1759
3,Karve Road,5,1,rain,20,0.248
10,University Road,17,1,clear,88,0.7055
3,Karve Road,9,3,clear,79,0.6354
2,Tilak Road,8,2,rain,99,1.0
4,Paud Road,17,3,fog,73,0.7642
14,Sinhagad Road,16,1,rain,11,0.1484
1,FC Road,21,2,clear,22,0.2114
15,NIBM Road,17,5,fog,51,0.4965
8,Satara Road,19,0,rain,83,0.8962
4,Paud Road,5,2,rain,15,0.2312
14,Sinhagad Road,17,0,clear,90,0.7836
2,Tilak Road,3,3,clear,10,0.1202
10,University Road,19,4,rain,78,0.9073
15,NIBM Road,18,0,clear,67,0.6125
10,University Road,8,4,fog,75,0.7638
9,Airport Road,23,5,clear,19,0.1821
4,Paud Road,1,4,fog,8,0.1351
5,Mumbai-Bangalore Highway,15,4,rain,23,0.2303
13,Old Mumbai Highway,17,0,clear,75,0.6724
4,Paud Road,9,2,clear,94,0.7489
15,NIBM Road,12,6,rain,31,0.3693
10,University Road,12,4,fog,45,0.4851
6,Nagar Road,7,0,rain,41,0.4627
3,Karve Road,1,0,clear,22,0.1897
11,Hinjewadi Road,20,3,clear,79,0.6805
7,Solapur Road,17,2,clear,91,0.7358
2,Tilak Road,1,3,clear,17,0.1812
10,University Road,7,4,clear,33,0.3326
1,FC Road,7,1,clear,46,0.3721
11,Hinjewadi Road,4,0,clear,22,0.171
11,Hinjewadi Road,11,0,clear,24,0.2187
5,Mumbai-Bangalore Highway,1,1,clear,11,0.147
13,Old Mumbai Highway,11,2,clear,21,0.1586
10,University Road,11,6,clear,5,0.0909
12,Aundh-Ravet Road,1,6,rain,6,0.122
5,Mumbai-Bangalore Highway,13,3,clear,40,0.3444
9,Airport Road,20,2,fog,90,0.8667
13,Old Mumbai Highway,11,4,rain,8,0.1588
10,University Road,12,3,rain,54,0.6037
8,Satara Road,14,4,clear,60,0.4885
11,Hinjewadi Road,7,1,clear,38,0.3432
5,Mumbai-Bangalore Highway,5,5,clear,7,0.0995
10,University Road,20,3,rain,92,0.9719
13,Old Mumbai Highway,14,1,rain,62,0.6405
1,FC Road,7,2,clear,32,0.3136
8,Satara Road,16,1,clear,20,0.1518
14,Sinhagad Road,10,4,fog,84,0.8092
13,Old Mumbai Highway,20,0,fog,82,0.8471
8,Satara Road,15,2,rain,18,0.1996
14,Sinhagad Road,13,2,clear,58,0.4828
2,Tilak Road,8,4,fog,63,0.7222
2,Tilak Road,7,4,fog,32,0.3559
8,Satara Road,3,1,clear,6,0.1311
6,Nagar Road,6,3,clear,33,0.3505
5,Mumbai-Bangalore Highway,22,5,clear,10,0.165
12,Aundh-Ravet Road,3,6,fog,9,0.1299
9,Airport Road,6,3,clear,33,0.3057
12,Aundh-Ravet Road,12,0,clear,67,0.5516
14,Sinhagad Road,4,0,clear,19,0.157
10,University Road,5,1,clear,23,0.1906
11,Hinjewadi Road,19,4,clear,65,0.6302
8,Satara Road,4,0,rain,5,0.138
7,Solapur Road,4,3,rain,14,0.1631
6,Nagar Road,20,1,clear,71,0.6703
4,Paud Road,5,2,clear,20,0.1827
11,Hinjewadi Road,15,6,rain,10,0.1321
12,Aundh-Ravet Road,5,3,clear,19,0.184
14,Sinhagad Road,17,1,clear,98,0.7849
11,Hinjewadi Road,22,5,clear,16,0.1873
9,Airport Road,19,5,rain,64,0.6278
3,Karve Road,5,0,clear,10,0.1081
15,NIBM Road,12,6,clear,44,0.3203
8,Satara Road,12,2,clear,60,0.4992
1,FC Road,19,0,clear,86,0.7601
14,Sinhagad Road,23,3,fog,36,0.313
15,NIBM Road,15,6,rain,15,0.1811
11,Hinjewadi Road,4,2,clear,19,0.171
4,Paud Road,1,3,rain,6,0.1346
1,FC Road,13,3,clear,44,0.3761
9,Airport Road,23,3,clear,30,0.2688
7,Solapur Road,16,5,rain,11,0.1371
12,Aundh-Ravet Road,1,1,clear,9,0.1239
7,Solapur Road,8,2,fog,81,0.807
13,Old Mumbai Highway,13,0,fog,41,0.5012
3,Karve Road,6,1,clear,47,0.3646
13,Old Mumbai Highway,15,6,clear,12,0.0973
14,Sinhagad Road,14,5,clear,26,0.261
1,FC Road,4,6,clear,12,0.1405
1,FC Road,10,2,clear,99,0.7362
7,Solapur Road,21,0,clear,30,0.2598
14,Sinhagad Road,12,0,clear,45,0.3798
4,Paud Road,17,2,clear,96,0.7848
4,Paud Road,3,4,fog,9,0.1439
14,Sinhagad Road,23,0,clear,33,0.2476
10,University Road,12,5,fog,35,0.323
11,Hinjewadi Road,1,6,clear,5,0.1147
7,Solapur Road,9,5,fog,46,0.4822
2,Tilak Road,1,1,clear,5,0.0859
2,Tilak Road,0,2,clear,11,0.1619
5,Mumbai-Bangalore Highway,8,1,fog,65,0.7517
14,Sinhagad Road,4,3,clear,17,0.1848
3,Karve Road,11,0,fog,22,0.1904
4,Paud Road,18,0,rain,99,0.999
2,Tilak Road,17,5,clear,63,0.5247
11,Hinjewadi Road,0,4,rain,14,0.2288
9,Airport Road,1,6,fog,11,0.148
14,Sinhagad Road,17,1,clear,89,0.6755
12,Aundh-Ravet Road,8,1,fog,88,0.8166
10,University Road,7,2,clear,48,0.3696
6,Nagar Road,3,1,clear,22,0.157
9,Airport Road,3,4,fog,19,0.1893
14,Sinhagad Road,2,5,fog,5,0.0791
12,Aundh-Ravet Road,8,0,rain,60,0.8124
9,Airport Road,18,0,clear,76,0.6643
7,Solapur Road,18,6,clear,55,0.4618
15,NIBM Road,6,4,clear,39,0.3421
9,Airport Road,0,3,clear,7,0.1199
3,Karve Road,10,4,clear,69,0.6636
13,Old Mumbai Highway,4,1,clear,16,0.1347
8,Satara Road,14,4,rain,45,0.5212
4,Paud Road,0,2,clear,12,0.1566
12,Aundh-Ravet Road,5,3,rain,12,0.1881
12,Aundh-Ravet Road,16,5,clear,15,0.1511
1,FC Road,15,3,clear,5,0.0878
10,University Road,17,6,clear,60,0.5026
13,Old Mumbai Highway,7,2,fog,48,0.4607
14,Sinhagad Road,21,4,clear,34,0.263
6,Nagar Road,3,0,rain,20,0.194
2,Tilak Road,16,6,clear,9,0.1285
15,NIBM Road,4,3,rain,10,0.1517
9,Airport Road,6,1,fog,36,0.4022
9,Airport Road,3,0,fog,9,0.117
13,Old Mumbai Highway,4,1,fog,11,0.156
1,FC Road,15,2,rain,5,0.173
1,FC Road,8,2,clear,80,0.6657
11,Hinjewadi Road,0,3,fog,12,0.1637
10,University Road,3,6,fog,5,0.0855
11,Hinjewadi Road,21,1,rain,32,0.346
6,Nagar Road,14,0,clear,53,0.4047
8,Satara Road,20,6,fog,57,0.5833
8,Satara Road,13,0,clear,42,0.3507
15,NIBM Road,3,4,fog,8,0.1586
10,University Road,7,3,fog,32,0.3742
10,University Road,0,5,clear,11,0.1401
5,Mumbai-Bangalore Highway,12,6,rain,44,0.4368
9,Airport Road,22,5,clear,24,0.2038
6,Nagar Road,4,4,clear,23,0.1921
10,University Road,22,5,clear,11,0.1387
5,Mumbai-Bangalore Highway,18,1,clear,65,0.6332
11,Hinjewadi Road,13,1,clear,40,0.339
9,Airport Road,21,2,rain,17,0.2276
4,Paud Road,16,6,rain,12,0.149
13,Old Mumbai Highway,0,0,clear,9,0.1284
9,Airport Road,16,1,rain,22,0.2555
7,Solapur Road,7,4,fog,53,0.4559
1,FC Road,21,4,clear,16,0.1733
1,FC Road,14,3,clear,42,0.3906
14,Sinhagad Road,7,0,rain,44,0.5243
12,Aundh-Ravet Road,5,4,clear,17,0.1493
12,Aundh-Ravet Road,23,0,clear,30,0.2436
11,Hinjewadi Road,11,4,fog,5,0.1176
13,Old Mumbai Highway,15,1,clear,20,0.1833
7,Solapur Road,4,1,clear,15,0.1341
11,Hinjewadi Road,20,3,clear,81,0.6776
10,University Road,10,4,clear,92,0.7339
5,Mumbai-Bangalore Highway,14,6,clear,27,0.273
1,FC Road,14,4,clear,61,0.4468
14,Sinhagad Road,16,1,rain,20,0.1988
8,Satara Road,3,2,clear,22,0.1749
9,Airport Road,10,5,rain,50,0.5643
8,Satara Road,8,6,clear,53,0.4383
10,University Road,8,2,rain,93,0.9878
15,NIBM Road,19,4,rain,81,0.9579
1,FC Road,10,0,fog,64,0.701
15,NIBM Road,22,5,rain,16,0.1771
9,Airport Road,20,6,clear,44,0.4225
14,Sinhagad Road,9,5,rain,61,0.6535
13,Old Mumbai Highway,19,0,clear,90,0.7524
3,Karve Road,10,2,rain,95,1.0
13,Old Mumbai Highway,23,6,clear,16,0.1807
10,University Road,13,3,clear,66,0.5387
9,Airport Road,22,1,fog,20,0.2837
15,NIBM Road,10,5,clear,50,0.4513
8,Satara Road,16,4,fog,21,0.2389
7,Solapur Road,18,2,rain,86,0.9011
9,Airport Road,4,1,clear,13,0.1846
10,University Road,7,5,clear,23,0.2305
6,Nagar Road,8,2,clear,63,0.579
7,Solapur Road,9,0,clear,94,0.7619
8,Satara Road,11,2,clear,16,0.1749
2,Tilak Road,23,4,clear,22,0.2317
4,Paud Road,16,2,clear,15,0.1597
1,FC Road,21,4,clear,21,0.2336
14,Sinhagad Road,14,2,rain,48,0.5545
7,Solapur Road,0,0,rain,6,0.1555
15,NIBM Road,16,4,rain,16,0.1957
15,NIBM Road,6,6,clear,27,0.2081
1,FC Road,4,2,clear,23,0.1754
2,Tilak Road,14,4,rain,47,0.5734
7,Solapur Road,0,6,clear,5,0.0916
8,Satara Road,22,2,rain,33,0.3512
8,Satara Road,12,4,rain,60,0.6372
3,Karve Road,16,4,clear,22,0.1543
9,Airport Road,0,6,rain,11,0.171
6,Nagar Road,7,1,fog,45,0.3977
3,Karve Road,23,0,rain,24,0.2786
15,NIBM Road,3,6,rain,12,0.1365
8,Satara Road,23,0,clear,32,0.2793
10,University Road,18,6,rain,62,0.6809
5,Mumbai-Bangalore Highway,22,5,fog,16,0.1921
14,Sinhagad Road,12,1,rain,66,0.6233
1,FC Road,18,6,clear,44,0.4132
9,Airport Road,6,2,fog,38,0.4263
4,Paud Road,15,6,clear,15,0.1354
8,Satara Road,7,4,fog,36,0.3356
1,FC Road,16,1,rain,15,0.1518
9,Airport Road,6,3,rain,41,0.4391
5,Mumbai-Bangalore Highway,15,4,rain,13,0.1815
3,Karve Road,9,6,fog,48,0.4844
5,Mumbai-Bangalore Highway,22,4,clear,33,0.2546
8,Satara Road,15,1,fog,16,0.1844
9,Airport Road,17,2,rain,95,0.9948
4,Paud Road,17,2,clear,67,0.6614
7,Solapur Road,18,5,clear,55,0.4504
15,NIBM Road,11,4,clear,9,0.1265
13,Old Mumbai Highway,21,1,clear,32,0.2755
7,Solapur Road,14,4,clear,61,0.4983
8,Satara Road,9,3,fog,62,0.7286
15,NIBM Road,4,6,clear,13,0.102
4,Paud Road,22,2,fog,23,0.2616
14,Sinhagad Road,4,4,fog,20,0.1821
11,Hinjewadi Road,8,4,clear,85,0.7358
7,Solapur Road,17,4,clear,67,0.6282
1,FC Road,6,6,clear,29,0.2701
11,Hinjewadi Road,5,0,clear,24,0.1753
1,FC Road,10,2,fog,80,0.8491
11,Hinjewadi Road,11,5,clear,11,0.1078
13,Old Mumbai Highway,21,2,clear,34,0.2555
14,Sinhagad Road,0,2,clear,6,0.1123
14,Sinhagad Road,8,4,clear,66,0.5791
6,Nagar Road,1,2,clear,18,0.1611
3,Karve Road,3,0,fog,13,0.1708
2,Tilak Road,11,5,clear,6,0.0894
8,Satara Road,9,6,clear,57,0.4387
3,Karve Road,6,0,rain,35,0.4301
4,Paud Road,5,6,clear,7,0.0742
11,Hinjewadi Road,17,1,clear,78,0.6768
6,Nagar Road,3,0,clear,18,0.1619
2,Tilak Road,3,2,fog,14,0.1982
15,NIBM Road,7,3,fog,50,0.4415
8,Satara Road,2,0,clear,20,0.1502
15,NIBM Road,15,6,rain,7,0.1205
14,Sinhagad Road,10,1,rain,86,0.9589
14,Sinhagad Road,2,3,rain,17,0.2257
1,FC Road,7,5,rain,24,0.2843
6,Nagar Road,14,6,clear,39,0.2977
7,Solapur Road,22,1,clear,28,0.2332
15,NIBM Road,1,2,rain,14,0.223
7,Solapur Road,12,5,clear,35,0.2871
7,Solapur Road,11,4,rain,20,0.2057
15,NIBM Road,23,3,rain,15,0.2558
7,Solapur Road,5,1,clear,5,0.1193
15,NIBM Road,1,1,fog,8,0.1256
2,Tilak Road,15,4,clear,6,0.1051
7,Solapur Road,10,1,rain,70,0.8159
7,Solapur Road,22,2,clear,18,0.213
3,Karve Road,13,2,clear,51,0.4237
8,Satara Road,13,4,clear,46,0.3999
10,University Road,11,1,clear,13,0.1693
1,FC Road,19,0,clear,67,0.6735
13,Old Mumbai Highway,10,4,rain,83,0.9043
11,Hinjewadi Road,1,6,clear,13,0.1154
9,Airport Road,4,4,rain,14,0.1741
2,Tilak Road,20,1,clear,93,0.7387
7,Solapur Road,13,4,clear,62,0.444
2,Tilak Road,16,0,clear,14,0.1286
8,Satara Road,14,4,fog,58,0.5474
3,Karve Road,8,5,clear,64,0.4896
6,Nagar Road,15,1,rain,17,0.2317
6,Nagar Road,19,5,fog,64,0.6168
13,Old Mumbai Highway,1,5,clear,5,0.0953
7,Solapur Road,13,0,rain,67,0.6895
4,Paud Road,3,4,fog,23,0.2217
8,Satara Road,2,1,rain,17,0.1903
5,Mumbai-Bangalore Highway,8,4,rain,82,0.8837
5,Mumbai-Bangalore Highway,10,0,clear,82,0.699
5,Mumbai-Bangalore Highway,5,2,fog,20,0.1953
1,FC Road,9,6,rain,52,0.5921
14,Sinhagad Road,10,2,clear,99,0.7729
8,Satara Road,15,1,clear,8,0.0928
5,Mumbai-Bangalore Highway,21,0,clear,34,0.2741
6,Nagar Road,23,0,rain,31,0.3476
7,Solapur Road,3,4,rain,15,0.2292
2,Tilak Road,15,2,clear,21,0.1745
5,Mumbai-Bangalore Highway,1,0,rain,17,0.1862
11,Hinjewadi Road,14,2,rain,57,0.6151
3,Karve Road,21,4,clear,28,0.2637
1,FC Road,2,5,clear,9,0.089
2,Tilak Road,16,6,clear,7,0.0861
12,Aundh-Ravet Road,6,0,clear,49,0.3579
12,Aundh-Ravet Road,23,0,rain,39,0.3584
15,NIBM Road,23,1,fog,21,0.2579
15,NIBM Road,8,5,clear,59,0.4695
12,Aundh-Ravet Road,9,1,clear,88,0.7351
12,Aundh-Ravet Road,21,3,clear,37,0.312
1,FC Road,3,5,clear,15,0.148
7,Solapur Road,6,1,rain,31,0.4078
1,FC Road,19,4,clear,88,0.7385
7,Solapur Road,7,6,clear,32,0.2301
14,Sinhagad Road,15,2,clear,18,0.1858
3,Karve Road,17,5,rain,53,0.5768
7,Solapur Road,14,0,fog,55,0.5336
1,FC Road,4,5,rain,7,0.118
9,Airport Road,3,6,rain,6,0.1395
3,Karve Road,5,5,rain,14,0.1761
15,NIBM Road,18,3,rain,69,0.8785
5,Mumbai-Bangalore Highway,0,2,rain,24,0.2749
13,Old Mumbai Highway,7,5,clear,20,0.2257
13,Old Mumbai Highway,5,0,rain,15,0.2163
9,Airport Road,10,4,fog,67,0.7846
8,Satara Road,10,0,clear,97,0.7896
10,University Road,11,1,rain,17,0.2159
14,Sinhagad Road,10,6,clear,40,0.3813
1,FC Road,4,0,clear,23,0.1964
15,NIBM Road,3,0,rain,21,0.2279
9,Airport Road,13,6,clear,26,0.2453
4,Paud Road,7,0,clear,33,0.3074
9,Airport Road,4,4,rain,8,0.1833
6,Nagar Road,7,0,clear,30,0.3448
7,Solapur Road,10,2,clear,62,0.6133
7,Solapur Road,1,0,rain,15,0.2153
3,Karve Road,20,2,fog,72,0.7833
3,Karve Road,6,1,clear,30,0.274
5,Mumbai-Bangalore Highway,20,3,clear,96,0.7374
1,FC Road,0,0,clear,16,0.1646
14,Sinhagad Road,6,3,clear,47,0.3502
15,NIBM Road,7,3,clear,49,0.3743
4,Paud Road,5,2,clear,12,0.1385
6,Nagar Road,21,1,clear,38,0.2834
5,Mumbai-Bangalore Highway,6,5,clear,23,0.1973
7,Solapur Road,12,1,fog,41,0.4312
1,FC Road,5,2,rain,6,0.1401
2,Tilak Road,21,4,rain,19,0.265
14,Sinhagad Road,20,4,clear,75,0.6764
15,NIBM Road,16,3,rain,7,0.1452
7,Solapur Road,0,5,fog,7,0.1147
6,Nagar Road,20,6,clear,50,0.4624
12,Aundh-Ravet Road,14,0,fog,55,0.569
5,Mumbai-Bangalore Highway,11,5,clear,5,0.1108
1,FC Road,18,3,clear,78,0.6708
13,Old Mumbai Highway,20,5,rain,46,0.5602
13,Old Mumbai Highway,17,2,clear,77,0.6889
9,Airport Road,5,2,clear,8,0.1381
7,Solapur Road,22,1,clear,30,0.27
8,Satara Road,12,3,rain,51,0.539
7,Solapur Road,17,6,rain,43,0.543
14,Sinhagad Road,10,5,rain,54,0.6152
13,Old Mumbai Highway,3,6,clear,5,0.0742
13,Old Mumbai Highway,3,4,rain,23,0.2077
13,Old Mumbai Highway,10,3,fog,85,0.8342
8,Satara Road,9,6,clear,44,0.4154
14,Sinhagad Road,8,6,fog,55,0.4861
8,Satara Road,13,5,clear,37,0.3001
7,Solapur Road,20,3,clear,84,0.7669
13,Old Mumbai Highway,8,5,clear,41,0.3998
6,Nagar Road,0,6,rain,7,0.1266
10,University Road,15,0,clear,24,0.18
7,Solapur Road,12,0,rain,53,0.6256
11,Hinjewadi Road,17,0,clear,69,0.6699
10,University Road,15,6,clear,11,0.1051
3,Karve Road,5,1,clear,19,0.1742
8,Satara Road,5,0,clear,8,0.1417
10,University Road,1,6,clear,9,0.1078
13,Old Mumbai Highway,0,4,fog,13,0.1691
6,Nagar Road,3,0,rain,19,0.2548
14,Sinhagad Road,4,4,clear,20,0.1632
1,FC Road,4,0,clear,8,0.1487
2,Tilak Road,1,4,clear,7,0.0828
1,FC Road,3,0,rain,5,0.126
12,Aundh-Ravet Road,6,0,rain,46,0.4905
1,FC Road,5,3,rain,16,0.225
2,Tilak Road,16,4,clear,13,0.1361
9,Airport Road,2,0,clear,16,0.1457
3,Karve Road,22,3,clear,28,0.2417
7,Solapur Road,7,1,clear,31,0.2821
6,Nagar Road,12,1,fog,69,0.6287
7,Solapur Road,22,1,clear,29,0.244
9,Airport Road,0,2,clear,6,0.1081
3,Karve Road,8,4,clear,99,0.7724
15,NIBM Road,15,0,clear,23,0.2152
4,Paud Road,10,0,rain,91,0.937
11,Hinjewadi Road,5,2,rain,16,0.1747
5,Mumbai-Bangalore Highway,0,0,rain,12,0.2144
13,Old Mumbai Highway,9,0,clear,81,0.6405
2,Tilak Road,10,5,clear,59,0.4836
11,Hinjewadi Road,5,2,clear,11,0.1581
14,Sinhagad Road,7,2,clear,44,0.3582
2,Tilak Road,15,1,rain,21,0.2305
4,Paud Road,11,1,clear,16,0.1626
14,Sinhagad Road,16,0,fog,17,0.1965
1,FC Road,15,2,clear,20,0.1789
14,Sinhagad Road,13,3,rain,52,0.5644
6,Nagar Road,2,1,clear,14,0.1539
1,FC Road,5,6,clear,8,0.0824
13,Old Mumbai Highway,3,3,clear,5,0.1262
9,Airport Road,14,4,rain,62,0.6322
7,Solapur Road,4,3,clear,10,0.1392
1,FC Road,1,2,rain,17,0.1995
9,Airport Road,17,0,clear,66,0.5791
12,Aundh-Ravet Road,23,1,clear,33,0.2827
15,NIBM Road,19,3,rain,72,0.8353
13,Old Mumbai Highway,20,4,fog,81,0.7858
3,Karve Road,13,5,rain,44,0.4298
7,Solapur Road,10,0,fog,83,0.8623
9,Airport Road,11,2,rain,12,0.1845
13,Old Mumbai Highway,17,2,clear,72,0.6644
3,Karve Road,16,3,clear,22,0.1952
6,Nagar Road,5,6,fog,13,0.133
2,Tilak Road,21,3,clear,21,0.223
14,Sinhagad Road,7,4,clear,49,0.4119
13,Old Mumbai Highway,8,0,rain,61,0.7427
7,Solapur Road,12,0,clear,40,0.3911
11,Hinjewadi Road,16,3,rain,11,0.1933
6,Nagar Road,1,4,clear,18,0.1394
7,Solapur Road,13,4,rain,62,0.66
3,Karve Road,12,1,fog,51,0.5156
14,Sinhagad Road,17,1,fog,97,0.8937
6,Nagar Road,22,3,clear,16,0.1714
7,Solapur Road,11,2,clear,18,0.1838
2,Tilak Road,18,2,clear,65,0.6377
10,University Road,18,1,clear,80,0.7018
8,Satara Road,7,1,rain,54,0.563
7,Solapur Road,23,0,clear,23,0.2674
12,Aundh-Ravet Road,2,2,rain,14,0.1891
12,Aundh-Ravet Road,3,1,rain,7,0.1379
11,Hinjewadi Road,12,2,fog,63,0.5854
6,Nagar Road,4,2,rain,18,0.22
12,Aundh-Ravet Road,5,2,rain,20,0.2203
15,NIBM Road,16,6,clear,14,0.121
9,Airport Road,2,0,clear,12,0.1383
14,Sinhagad Road,8,4,fog,88,0.8336
1,FC Road,2,5,clear,14,0.1471
15,NIBM Road,15,1,rain,11,0.1575
11,Hinjewadi Road,8,5,rain,44,0.5681
11,Hinjewadi Road,7,0,clear,39,0.3483
3,Karve Road,10,5,fog,63,0.6129
8,Satara Road,23,0,rain,20,0.2685
12,Aundh-Ravet Road,23,5,clear,19,0.191
11,Hinjewadi Road,21,6,clear,22,0.1632
1,FC Road,15,5,fog,3,0.0808
11,Hinjewadi Road,7,4,clear,44,0.361
8,Satara Road,23,3,clear,16,0.2046
11,Hinjewadi Road,9,5,clear,54,0.4639
11,Hinjewadi Road,8,6,clear,49,0.4041
4,Paud Road,9,1,clear,86,0.7053
5,Mumbai-Bangalore Highway,21,4,rain,16,0.2421
10,University Road,3,6,rain,11,0.1298
9,Airport Road,19,2,clear,88,0.6954
11,Hinjewadi Road,7,2,fog,38,0.4272
4,Paud Road,10,2,fog,76,0.7666
4,Paud Road,21,5,clear,16,0.175
4,Paud Road,21,6,rain,9,0.1873
7,Solapur Road,8,2,fog,66,0.713
2,Tilak Road,15,1,clear,19,0.172
11,Hinjewadi Road,23,1,clear,37,0.2974
4,Paud Road,2,2,fog,23,0.2189
1,FC Road,9,0,clear,93,0.7102
12,Aundh-Ravet Road,15,0,clear,16,0.1599
4,Paud Road,11,0,rain,22,0.2545
10,University Road,18,5,clear,57,0.486
5,Mumbai-Bangalore Highway,11,2,rain,8,0.1509
4,Paud Road,12,3,clear,40,0.3773
3,Karve Road,14,6,fog,44,0.4043
3,Karve Road,19,5,fog,57,0.5388
3,Karve Road,10,1,clear,72,0.6245
7,Solapur Road,8,6,clear,50,0.4018
13,Old Mumbai Highway,11,5,clear,9,0.1017
8,Satara Road,15,0,clear,10,0.1494
5,Mumbai-Bangalore Highway,9,5,fog,42,0.4475
11,Hinjewadi Road,21,1,clear,24,0.1944
9,Airport Road,12,4,fog,58,0.5386
11,Hinjewadi Road,19,4,clear,77,0.6846
14,Sinhagad Road,0,4,clear,23,0.2087
5,Mumbai-Bangalore Highway,4,4,rain,6,0.1704
8,Satara Road,8,2,clear,85,0.6947
4,Paud Road,16,1,clear,5,0.1241
5,Mumbai-Bangalore Highway,19,3,clear,92,0.7282
7,Solapur Road,23,4,rain,20,0.3145
4,Paud Road,23,5,clear,12,0.1612
3,Karve Road,22,0,clear,26,0.2214
1,FC Road,8,4,clear,79,0.6853
12,Aundh-Ravet Road,15,2,clear,17,0.1395
2,Tilak Road,5,5,clear,6,0.1237
5,Mumbai-Bangalore Highway,6,4,clear,50,0.365
3,Karve Road,17,1,rain,66,0.822
9,Airport Road,12,6,clear,26,0.2527
5,Mumbai-Bangalore Highway,11,6,clear,3,0.0884
2,Tilak Road,15,3,clear,10,0.1429
5,Mumbai-Bangalore Highway,7,5,clear,33,0.2351
6,Nagar Road,16,4,clear,21,0.1939
6,Nagar Road,6,5,rain,27,0.2849
5,Mumbai-Bangalore Highway,17,5,clear,62,0.5014
9,Airport Road,4,6,fog,13,0.1409
2,Tilak Road,13,4,fog,60,0.5183
11,Hinjewadi Road,21,1,clear,15,0.2025
7,Solapur Road,21,5,clear,25,0.2248
13,Old Mumbai Highway,12,6,rain,26,0.3165
8,Satara Road,5,0,rain,22,0.2614
3,Karve Road,15,4,clear,6,0.1226
8,Satara Road,3,3,rain,6,0.1522
6,Nagar Road,17,3,clear,93,0.7366
9,Airport Road,6,6,fog,26,0.2857
14,Sinhagad Road,5,0,rain,5,0.1263
5,Mumbai-Bangalore Highway,9,1,clear,91,0.6795
10,University Road,17,4,clear,66,0.5848
7,Solapur Road,11,5,clear,12,0.1452
2,Tilak Road,10,3,clear,97,0.7657
4,Paud Road,8,3,clear,64,0.6502
5,Mumbai-Bangalore Highway,4,4,clear,10,0.1599
10,University Road,14,6,fog,39,0.3802
3,Karve Road,12,2,clear,59,0.4729
13,Old Mumbai Highway,14,5,clear,36,0.2945
14,Sinhagad Road,7,5,rain,31,0.31
7,Solapur Road,2,3,rain,8,0.189
4,Paud Road,12,4,clear,64,0.4918
1,FC Road,5,2,clear,8,0.1272
1,FC Road,12,1,clear,49,0.4193
13,Old Mumbai Highway,13,2,clear,49,0.394
1,FC Road,13,2,clear,56,0.4425
15,NIBM Road,7,5,rain,24,0.2743
2,Tilak Road,8,1,clear,77,0.7017
15,NIBM Road,10,2,clear,65,0.6167
9,Airport Road,13,3,rain,51,0.5574
9,Airport Road,10,1,clear,85,0.6855
5,Mumbai-Bangalore Highway,7,0,clear,42,0.3705
7,Solapur Road,15,3,fog,21,0.2148
4,Paud Road,11,5,clear,8,0.0948
2,Tilak Road,7,1,rain,39,0.4306
5,Mumbai-Bangalore Highway,8,3,fog,92,0.8633
1,FC Road,13,2,clear,46,0.3772
4,Paud Road,14,1,rain,49,0.5517
9,Airport Road,8,4,clear,97,0.7477
12,Aundh-Ravet Road,9,6,rain,63,0.687
